"STATION"    , "DATE"               , "REPORT_TYPE", "SOURCE", "AWND", "BackupDirection", "BackupDistance", "BackupDistanceUnit", "BackupElements", "BackupElevation", "BackupElevationUnit", "BackupEquipment", "BackupLatitude", "BackupLongitude", "BackupName", "CDSD", "CLDD", "DSNW", "DYHF", "DYTS", "DailyAverageDewPointTemperature", "DailyAverageDryBulbTemperature", "DailyAverageRelativeHumidity", "DailyAverageSeaLevelPressure", "DailyAverageStationPressure", "DailyAverageWetBulbTemperature", "DailyAverageWindSpeed", "DailyCoolingDegreeDays", "DailyDepartureFromNormalAverageTemperature", "DailyHeatingDegreeDays", "DailyMaximumDryBulbTemperature", "DailyMinimumDryBulbTemperature", "DailyPeakWindDirection", "DailyPeakWindSpeed", "DailyPrecipitation", "DailySnowDepth", "DailySnowfall", "DailySustainedWindDirection", "DailySustainedWindSpeed", "DailyWeather" , "HDSD", "HTDD", "HourlyAltimeterSetting", "HourlyDewPointTemperature", "HourlyDryBulbTemperature", "HourlyPrecipitation", "HourlyPresentWeatherType"         , "HourlyPressureChange", "HourlyPressureTendency", "HourlyRelativeHumidity", "HourlySeaLevelPressure", "HourlySkyConditions"             , "HourlyStationPressure", "HourlyVisibility", "HourlyWetBulbTemperature", "HourlyWindDirection", "HourlyWindGustSpeed", "HourlyWindSpeed", "MonthlyAverageRH", "MonthlyDaysWithGT001Precip", "MonthlyDaysWithGT010Precip", "MonthlyDaysWithGT32Temp", "MonthlyDaysWithGT90Temp", "MonthlyDaysWithLT0Temp", "MonthlyDaysWithLT32Temp", "MonthlyDepartureFromNormalAverageTemperature", "MonthlyDepartureFromNormalCoolingDegreeDays", "MonthlyDepartureFromNormalHeatingDegreeDays", "MonthlyDepartureFromNormalMaximumTemperature", "MonthlyDepartureFromNormalMinimumTemperature", "MonthlyDepartureFromNormalPrecipitation", "MonthlyDewpointTemperature", "MonthlyGreatestPrecip", "MonthlyGreatestPrecipDate", "MonthlyGreatestSnowDepth", "MonthlyGreatestSnowDepthDate", "MonthlyGreatestSnowfall", "MonthlyGreatestSnowfallDate", "MonthlyMaxSeaLevelPressureValue", "MonthlyMaxSeaLevelPressureValueDate", "MonthlyMaxSeaLevelPressureValueTime", "MonthlyMaximumTemperature", "MonthlyMeanTemperature", "MonthlyMinSeaLevelPressureValue", "MonthlyMinSeaLevelPressureValueDate", "MonthlyMinSeaLevelPressureValueTime", "MonthlyMinimumTemperature", "MonthlySeaLevelPressure", "MonthlyStationPressure", "MonthlyTotalLiquidPrecipitation", "MonthlyTotalSnowfall", "MonthlyWetBulb", "NormalsCoolingDegreeDay", "NormalsHeatingDegreeDay", "REM"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , "REPORT_TYPE", "SOURCE", "ShortDurationEndDate005", "ShortDurationEndDate010", "ShortDurationEndDate015", "ShortDurationEndDate020", "ShortDurationEndDate030", "ShortDurationEndDate045", "ShortDurationEndDate060", "ShortDurationEndDate080", "ShortDurationEndDate100", "ShortDurationEndDate120", "ShortDurationEndDate150", "ShortDurationEndDate180", "ShortDurationPrecipitationValue005", "ShortDurationPrecipitationValue010", "ShortDurationPrecipitationValue015", "ShortDurationPrecipitationValue020", "ShortDurationPrecipitationValue030", "ShortDurationPrecipitationValue045", "ShortDurationPrecipitationValue060", "ShortDurationPrecipitationValue080", "ShortDurationPrecipitationValue100", "ShortDurationPrecipitationValue120", "ShortDurationPrecipitationValue150", "ShortDurationPrecipitationValue180", "Sunrise", "Sunset", "WindEquipmentChangeDate"
"72534014819", "2019-03-30T03:35:00", "FM-16"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.80"                 , "38"                       , "40"                      , "0.05"               , "-RA:02 BR:1 |RA |RA"              ,                       ,                         , "93"                    ,                         , "BKN:07 8 BKN:07 26 OVC:08 33"    , "29.14"                , "3.00"            , "39"                      , "010"                ,                      , "10"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET11803/30/19 03:35:02 SPECI KMDW 300935Z 01009KT 3SM -RA BR BKN008 BKN026 OVC033 04/03 A2980 RMK AO2 P0005 T00440033 (MJF)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "FM-16"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T03:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.81"                 , "38"                       , "40"                      , "0.06"               , "-RA:02 BR:1 |RA |RA"              ,                       ,                         , "93"                    , "29.83"                 , "SCT:04 8 OVC:08 33"              , "29.15"                , "3.00"            , "39"                      , "010"                ,                      , "9"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET11803/30/19 03:53:02 METAR KMDW 300953Z 01008KT 3SM -RA BR SCT008 OVC033 04/03 A2981 RMK AO2 SLP100 P0007 T00440033 (MJF)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T04:31:00", "FM-16"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.82"                 , "38"                       , "40"                      , "0.03"               , "-RA:02 BR:1 |RA |RA"              ,                       ,                         , "93"                    ,                         , "FEW:02 9 BKN:07 28 OVC:08 36"    , "29.16"                , "3.00"            , "39"                      , "350"                ,                      , "10"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET11803/30/19 04:31:02 SPECI KMDW 301031Z 35009KT 3SM -RA BR FEW009 BKN028 OVC036 04/03 A2982 RMK AO2 P0003 T00440033 (MJF)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "FM-16"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T04:51:00", "FM-16"      , "6"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.83"                 , "37"                       , "39"                      ,                      , "-RA:02 BR:1 |RA |RA"              ,                       ,                         , "93"                    ,                         , "SCT:04 9 BKN:07 34 OVC:08 47"    , "29.17"                , "5.00"            , "38"                      , "350"                ,                      , "9"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET11303/30/19 04:51:02 SPECI KMDW 301051Z 35008KT 5SM -RA BR SCT009 BKN034 OVC047 04/03 A2983 RMK AO2 P0005 FIBI (MJF)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "FM-16"      , "6"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T04:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.83"                 , "38"                       , "40"                      , "0.05"               , "-RA:02 BR:1 |RA |RA"              ,                       ,                         , "93"                    , "29.84"                 , "SCT:04 9 BKN:07 34 OVC:08 47"    , "29.17"                , "5.00"            , "39"                      , "350"                ,                      , "10"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET12503/30/19 04:53:02 METAR KMDW 301053Z 35009KT 5SM -RA BR SCT009 BKN034 OVC047 04/03 A2983 RMK AO2 SLP106 P0005 T00440033 (MJF)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T05:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.83"                 , "38"                       , "40"                      , "T"                  ,                                    , "-0.02"               , "1"                     , "93"                    , "29.84"                 , "FEW:02 7 BKN:07 47 BKN:07 55"    , "29.17"                , "10.00"           , "39"                      , "340"                ,                      , "8"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET15503/30/19 05:53:02 METAR KMDW 301153Z 34007KT 10SM FEW007 BKN047 BKN055 04/03 A2983 RMK AO2 RAE29 SLP106 P0000 60024 70061 T00440033 10044 20039 51006 (KWS)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T06:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.82"                 , "34"                       , "40"                      , "0.00"               ,                                    ,                       ,                         , "79"                    , "29.84"                 , "FEW:02 10 BKN:07 50 BKN:07 250"  , "29.16"                , "10.00"           , "37"                      , "350"                , "22"                 , "14"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET11603/30/19 06:53:02 METAR KMDW 301253Z 35012G19KT 10SM FEW010 BKN050 BKN250 04/01 A2982 RMK AO2 SLP105 T00440011 (KWS)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T07:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.86"                 , "33"                       , "41"                      , "0.00"               ,                                    ,                       ,                         , "73"                    , "29.88"                 , "OVC:08 60"                       , "29.20"                , "10.00"           , "38"                      , "350"                ,                      , "7"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09903/30/19 07:53:02 METAR KMDW 301353Z 35006KT 10SM OVC060 05/01 A2986 RMK AO2 SLP117 T00500006 (KWS)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T08:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.86"                 , "31"                       , "42"                      , "0.00"               ,                                    , "-0.03"               , "3"                     , "65"                    , "29.88"                 , "FEW:02 60 BKN:07 100 OVC:08 250" , "29.20"                , "10.00"           , "37"                      , "360"                ,                      , "14"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET12003/30/19 08:53:02 METAR KMDW 301453Z 36012KT 10SM FEW060 BKN100 OVC250 06/M01 A2986 RMK AO2 SLP117 T00561006 53009 (KWS)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T09:00:00", "FM-12"      , "4"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       ,                         , "31"                       , "42"                      ,                      ,                                    , "-0.03"               , "3"                     , "65"                    , "29.88"                 , "57"                              , "29.20"                , "9.94"            , "37"                      , "360"                ,                      , "14"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "SYN06472534 32766 83612 10056 21006 39888 40117 53009 91453 555 93015="                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "FM-12"      , "4"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-30T09:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "29.89"                 , "30"                       , "43"                      , "0.00"               ,                                    ,                       ,                         , "60"                    , "29.91"                 , "BKN:07 75 BKN:07 100 OVC:08 250" , "29.23"                , "10.00"           , "38"                      , "350"                ,                      , "7"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET12103/30/19 09:53:02 METAR KMDW 301553Z 35006KT 10SM BKN075 BKN100 OVC250 06/M01 A2989 RMK AO2 PRESRR SLP128 T00611011 (KWS)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
